iter,objective,grad_norm
7.740000000000000000e+02,1.854883747480796430e+01,9.270771830802848967e+01
7.750000000000000000e+02,1.853802161161110007e+01,9.262520105629704403e+01
7.760000000000000000e+02,1.852722496026910903e+01,9.254319585796639558e+01
7.770000000000000000e+02,1.851644741519011106e+01,9.246131102158517479e+01
7.780000000000000000e+02,1.850568893145054616e+01,9.237954632265896748e+01
7.790000000000000000e+02,1.849494946425338782e+01,9.229790153749998183e+01
7.800000000000000000e+02,1.848422896892770240e+01,9.221637644322028393e+01
7.810000000000000000e+02,1.847352740092811985e+01,9.213497081772493402e+01
7.820000000000000000e+02,1.846284471583441444e+01,9.205368443970543524e+01
7.830000000000000000e+02,1.845218086935098256e+01,9.197251708863305453e+01
7.840000000000000000e+02,1.844153581730640923e+01,9.189146854475238513e+01
7.850000000000000000e+02,1.843090951565298496e+01,9.181053858907492327e+01
7.860000000000000000e+02,1.842030192046625814e+01,9.172972700337274432e+01
7.870000000000000000e+02,1.840971298794454825e+01,9.164903357017232111e+01
7.880000000000000000e+02,1.839914267440851958e+01,9.156845807274835636e+01
7.890000000000000000e+02,1.838859093630070873e+01,9.148800029511761522e+01
7.900000000000000000e+02,1.837805773018508759e+01,9.140766002203312723e+01
7.910000000000000000e+02,1.836754301274658374e+01,9.132743703897813248e+01
7.920000000000000000e+02,1.835704674079067900e+01,9.124733113216029778e+01
7.930000000000000000e+02,1.834656887124292624e+01,9.116734208850601817e+01
7.940000000000000000e+02,1.833610936114853729e+01,9.108746969565467566e+01
7.950000000000000000e+02,1.832566816767192464e+01,9.100771374195305441e+01
7.960000000000000000e+02,1.831524524809628574e+01,9.092807401644981269e+01
7.970000000000000000e+02,1.830484055982315184e+01,9.084855030889004013e+01
7.980000000000000000e+02,1.829445406037197230e+01,9.076914240970992864e+01
7.990000000000000000e+02,1.828408567986318545e+01,9.069053876916845525e+01
8.000000000000000000e+02,1.827373521777937881e+01,9.061234341736584952e+01
8.010000000000000000e+02,1.826340259432905100e+01,9.053425857656669962e+01
8.020000000000000000e+02,1.825308776895029439e+01,9.045628406200782479e+01
8.030000000000000000e+02,1.824279070118837964e+01,9.037841968940178106e+01
8.040000000000000000e+02,1.823251132133108143e+01,9.030143383679890690e+01
8.050000000000000000e+02,1.822224938408151829e+01,9.022535581115803893e+01
8.060000000000000000e+02,1.821200472832951434e+01,9.014938361938180833e+01
8.070000000000000000e+02,1.820177731550329980e+01,9.007351707622731851e+01
8.080000000000000000e+02,1.819156710383358089e+01,8.999781728241373457e+01
8.090000000000000000e+02,1.818137404401893775e+01,8.992222590726457554e+01
8.100000000000000000e+02,1.817119809746620618e+01,8.984673951942485814e+01
8.110000000000000000e+02,1.816103922606123788e+01,8.977135793634990080e+01
8.120000000000000000e+02,1.815089739179092376e+01,8.969608097610621655e+01
8.130000000000000000e+02,1.814077255674283862e+01,8.962090845736680933e+01
8.140000000000000000e+02,1.813066468310486812e+01,8.954584019940703854e+01
8.150000000000000000e+02,1.812057373316487485e+01,8.947087602210021373e+01
8.160000000000000000e+02,1.811049966931032884e+01,8.939601574591324606e+01
8.170000000000000000e+02,1.810044245138037766e+01,8.932140474822809040e+01
8.180000000000000000e+02,1.809040198923296572e+01,8.924720157313886659e+01
8.190000000000000000e+02,1.808037819994963868e+01,8.917310103939436772e+01
8.200000000000000000e+02,1.807037104664398441e+01,8.909910296462305723e+01
8.210000000000000000e+02,1.806038049252788724e+01,8.902520716711404702e+01
8.220000000000000000e+02,1.805040650091113008e+01,8.895141346581181097e+01
8.230000000000000000e+02,1.804044903520106402e+01,8.887772168031111164e+01
8.240000000000000000e+02,1.803050805890223174e+01,8.880413163085195549e+01
8.250000000000000000e+02,1.802058353561600157e+01,8.873064313831450534e+01
8.260000000000000000e+02,1.801067542836137392e+01,8.865735508294174849e+01
8.270000000000000000e+02,1.800078363517091873e+01,8.858487524689083159e+01
8.280000000000000000e+02,1.799090798615528186e+01,8.851300561328696404e+01
8.290000000000000000e+02,1.798104833414124570e+01,8.844142787652646120e+01
8.300000000000000000e+02,1.797120461993436535e+01,8.836994641784848170e+01
8.310000000000000000e+02,1.796137680923296998e+01,8.829856107308303592e+01
8.320000000000000000e+02,1.795156486782381933e+01,8.822727167860790587e+01
8.330000000000000000e+02,1.794176876158176626e+01,8.815607807134466611e+01
8.340000000000000000e+02,1.793198845646946182e+01,8.808498008875426422e+01
8.350000000000000000e+02,1.792222391853703911e+01,8.801397756883326906e+01
8.360000000000000000e+02,1.791247511392182190e+01,8.794307035010955076e+01
8.370000000000000000e+02,1.790274200884801203e+01,8.787225827163847214e+01
8.380000000000000000e+02,1.789302456962639454e+01,8.780154117299888128e+01
8.390000000000000000e+02,1.788332276265404275e+01,8.773091889428917511e+01
8.400000000000000000e+02,1.787363655441400567e+01,8.766039127612359039e+01
8.410000000000000000e+02,1.786396591147502733e+01,8.758995815962830989e+01
8.420000000000000000e+02,1.785431080049126251e+01,8.751961938643772498e+01
8.430000000000000000e+02,1.784467118820196063e+01,8.744937479869065555e+01
8.440000000000000000e+02,1.783504704143118147e+01,8.737922423902678304e+01
8.450000000000000000e+02,1.782543832708752873e+01,8.730916755058308354e+01
8.460000000000000000e+02,1.781584501216383742e+01,8.723920457699000508e+01
8.470000000000000000e+02,1.780626706373689316e+01,8.716933516236808543e+01
8.480000000000000000e+02,1.779670444896715864e+01,8.709955915132454152e+01
8.490000000000000000e+02,1.778715713509848584e+01,8.702987638894964562e+01
8.500000000000000000e+02,1.777762508945783893e+01,8.696028672081332900e+01
8.510000000000000000e+02,1.776810827945500293e+01,8.689078999296184236e+01
8.520000000000000000e+02,1.775860667258231373e+01,8.682138605191443048e+01
8.530000000000000000e+02,1.774912023561163821e+01,8.675211805620570260e+01
8.540000000000000000e+02,1.773964892035023411e+01,8.668304550331006908e+01
8.550000000000000000e+02,1.773019267932606624e+01,8.661406447935586073e+01
8.560000000000000000e+02,1.772075148058387484e+01,8.654517483838715464e+01
8.570000000000000000e+02,1.771132528709881626e+01,8.647649066793860584e+01
8.580000000000000000e+02,1.770191404499930954e+01,8.640792119558186357e+01
8.590000000000000000e+02,1.769251770884900665e+01,8.633977576628389272e+01
8.600000000000000000e+02,1.768313616682341660e+01,8.627193628177180074e+01
8.610000000000000000e+02,1.767376935971073948e+01,8.620418609768360341e+01
8.620000000000000000e+02,1.766441725655825934e+01,8.613652507174653294e+01
8.630000000000000000e+02,1.765507981728518061e+01,8.606920467885612425e+01
8.640000000000000000e+02,1.764575695480111150e+01,8.600209399132438648e+01
8.650000000000000000e+02,1.763644862333075736e+01,8.593507141948435901e+01
8.660000000000000000e+02,1.762715479248577211e+01,8.586813681840244783e+01
